1249.892	1237.032	1239.092	1236.132	1242.031	1244.999	1244.351	1239.212	1240.705	1241.34	1240.871	1240.338	1238.938	1274.805	1237.797	1238.451	1247.002	1238.192	1242.045	1241.3	1244.509	1243.105	1241.923	1242.695	1239.666	1236.619	1239.464	1242.2	1239.125	1236.9	1238.983	1241.107	1245.673	1239.428	1245.515	1239.968	0	0	0	0	
1249.9	1237.045	1239.123	1236.126	1242.031	1244.996	1244.342	1239.191	1240.699	1241.342	1240.876	1240.333	1238.96	1274.797	1237.788	1238.442	1247.005	1238.196	1242.039	1241.295	1244.51	1243.109	1241.937	1242.697	1239.67	1236.63	1239.461	1242.197	1239.129	1236.894	1238.972	1241.101	1245.683	1239.43	1245.511	1239.963	0	0	0	0	
1249.886	1237.046	1239.118	1236.104	1242.042	1245.003	1244.345	1239.197	1240.696	1241.339	1240.881	1240.346	1238.95	1274.789	1237.786	1238.455	1247.017	1238.189	1242.029	1241.291	1244.498	1243.107	1241.92	1242.691	1239.666	1236.63	1239.442	1242.207	1239.137	1236.884	1238.972	1241.106	1245.691	1239.438	1245.508	1239.951	0	0	0	0	
1249.906	1237.055	1239.111	1236.098	1242.043	1245.0	1244.364	1239.2	1240.697	1241.335	1240.871	1240.344	1238.952	1274.805	1237.791	1238.438	1247.006	1238.184	1242.043	1241.291	1244.505	1243.101	1241.924	1242.691	1239.672	1236.638	1239.462	1242.194	1239.117	1236.901	1238.97	1241.109	1245.699	1239.45	1245.512	1239.956	0	0	0	0	
1249.882	1237.043	1239.086	1236.112	1242.046	1244.996	1244.351	1239.205	1240.703	1241.339	1240.867	1240.326	1238.957	1274.796	1237.796	1238.46	1247.014	1238.195	1242.032	1241.289	1244.492	1243.113	1241.92	1242.702	1239.664	1236.631	1239.448	1242.196	1239.123	1236.9	1238.989	1241.104	1245.694	1239.444	1245.505	1239.96	0	0	0	0	
1249.894	1237.048	1239.123	1236.126	1242.032	1245.0	1244.354	1239.197	1240.71	1241.328	1240.859	1240.341	1238.936	1274.8	1237.779	1238.451	1247.012	1238.176	1242.037	1241.291	1244.507	1243.116	1241.924	1242.691	1239.675	1236.627	1239.458	1242.19	1239.126	1236.901	1238.969	1241.101	1245.696	1239.439	1245.521	1239.946	0	0	0	0	
1249.891	1237.04	1239.104	1236.132	1242.043	1244.997	1244.342	1239.191	1240.703	1241.339	1240.87	1240.341	1238.943	1274.777	1237.777	1238.446	1247.011	1238.184	1242.046	1241.281	1244.509	1243.115	1241.926	1242.688	1239.669	1236.618	1239.459	1242.183	1239.134	1236.904	1238.977	1241.112	1245.691	1239.433	1245.521	1239.957	0	0	0	0	
1249.889	1237.049	1239.092	1236.124	1242.045	1244.994	1244.353	1239.198	1240.703	1241.323	1240.875	1240.336	1238.947	1274.788	1237.796	1238.446	1247.0	1238.181	1242.028	1241.283	1244.492	1243.112	1241.929	1242.689	1239.669	1236.618	1239.467	1242.182	1239.125	1236.904	1238.975	1241.106	1245.688	1239.43	1245.523	1239.959	0	0	0	0	
1249.885	1237.042	1239.155	1236.115	1242.048	1244.996	1244.345	1239.192	1240.7	1241.331	1240.871	1240.336	1238.958	1274.796	1237.791	1238.443	1247.009	1238.193	1242.043	1241.289	1244.515	1243.099	1241.924	1242.689	1239.673	1236.633	1239.464	1242.19	1239.125	1236.906	1238.975	1241.112	1245.697	1239.442	1245.515	1239.948	0	0	0	0	
1249.888	1237.04	1239.055	1236.109	1242.042	1244.988	1244.342	1239.2	1240.699	1241.34	1240.87	1240.335	1238.96	1274.786	1237.777	1238.452	1246.997	1238.176	1242.04	1241.295	1244.496	1243.102	1241.932	1242.695	1239.652	1236.621	1239.459	1242.183	1239.12	1236.887	1238.978	1241.103	1245.677	1239.444	1245.506	1239.963	0	0	0	0	
1249.885	1237.049	1239.112	1236.103	1242.043	1244.994	1244.354	1239.2	1240.689	1241.332	1240.868	1240.344	1238.947	1274.792	1237.774	1238.438	1246.997	1238.178	1242.034	1241.298	1244.501	1243.099	1241.932	1242.698	1239.666	1236.63	1239.467	1242.182	1239.131	1236.894	1238.97	1241.101	1245.691	1239.436	1245.514	1239.956	0	0	0	0	
1249.889	1237.04	1239.14	1236.124	1242.04	1244.999	1244.353	1239.188	1240.699	1241.339	1240.87	1240.329	1238.957	1274.786	1237.792	1238.455	1247.009	1238.181	1242.028	1241.303	1244.499	1243.104	1241.921	1242.688	1239.666	1236.624	1239.473	1242.174	1239.129	1236.912	1238.981	1241.097	1245.696	1239.433	1245.515	1239.945	0	0	0	0	
