14	0	2	44	3035	2076
14	0	3	88	3087	2120
14	0	4	85	3090	2117
14	0	5	86	3089	2118
14	0	6	84	3091	2116
14	0	7	128	3143	2160
15	0	0	189	3178	2221
15	0	1	190	3177	2222
15	0	2	188	3179	2220
15	0	3	232	3231	2264
15	0	4	229	3234	2261
15	0	5	230	3233	2262
15	0	6	228	3235	2260
15	0	7	272	3287	2304
16	0	0	333	3322	2365
16	0	1	334	3321	2366
16	0	2	332	3323	2364
16	0	3	376	3375	2408
16	0	4	373	3378	2405
16	0	5	374	3377	2406
16	0	6	372	3379	2404
16	0	7	416	3431	2448
17	0	0	477	3466	2509
17	0	1	478	3465	2510
17	0	2	476	3467	2508
17	0	3	520	3519	2552
17	0	4	517	3522	2549
17	0	5	518	3521	2550
17	0	6	516	3523	2548
17	0	7	560	3575	2592
18	0	0	621	3610	2653
18	0	1	622	3609	2654
18	0	2	620	3611	2652
18	0	3	664	3663	2696
18	0	4	661	3666	2693
18	0	5	662	3665	2694
18	0	6	660	3667	2692
18	0	7	704	3719	2736
19	0	0	720	5000	4000
19	0	1	721	5000	4000
19	0	2	722	5000	4000
19	0	3	723	5000	4000
19	0	4	724	5000	4000
19	0	5	725	5000	4000
19	0	6	726	5000	4000
19	0	7	727	5000	4000
1	1	0	624	3639	2656
1	1	1	586	3581	2618
1	1	2	585	3582	2617
1	1	3	587	3580	2619
1	1	4	583	3584	2615
1	1	5	626	3637	2658
1	1	6	625	3638	2657
1	1	7	627	3636	2659
2	1	0	48	3063	2080
2	1	1	10	3005	2042
2	1	2	9	3006	2041
2	1	3	11	3004	2043
2	1	4	7	3008	2039
2	1	5	50	3061	2082
2	1	6	49	3062	2081
2	1	7	51	3060	2083
3	1	0	192	3207	2224
3	1	1	154	3149	2186
3	1	2	153	3150	2185
3	1	3	155	3148	2187
3	1	4	151	3152	2183
3	1	5	194	3205	2226
3	1	6	193	3206	2225
3	1	7	195	3204	2227
4	1	0	336	3351	2368
4	1	1	298	3293	2330
4	1	2	297	3294	2329
4	1	3	299	3292	2331
4	1	4	295	3296	2327
4	1	5	338	3349	2370
4	1	6	337	3350	2369
4	1	7	339	3348	2371
5	1	0	480	3495	2512
5	1	1	442	3437	2474
5	1	2	441	3438	2473
5	1	3	443	3436	2475
5	1	4	439	3440	2471
5	1	5	482	3493	2514
5	1	6	481	3494	2513
5	1	7	483	3492	2515
6	1	0	64	3079	2096
6	1	1	61	3050	2093
6	1	2	62	3049	2094
6	1	3	60	3051	2092
6	1	4	104	3103	2136
6	1	5	101	3106	2133
6	1	6	102	3105	2134
6	1	7	25	3022	2057
7	1	0	204	3195	2236
7	1	1	248	3247	2280
7	1	2	245	3250	2277
7	1	3	246	3249	2278
7	1	4	244	3251	2276
7	1	5	312	3311	2344
7	1	6	309	3314	2341
7	1	7	169	3166	2201
8	1	0	390	3393	2422
8	1	1	388	3395	2420
8	1	2	456	3455	2488
8	1	3	453	3458	2485
8	1	4	454	3457	2486
8	1	5	452	3459	2484
8	1	6	496	3511	2528
8	1	7	351	3336	2383
9	1	0	597	3602	2629
9	1	1	598	3601	2630
9	1	2	596	3603	2628
9	1	3	640	3655	2672
9	1	4	637	3626	2669
9	1	5	638	3625	2670
9	1	6	636	3627	2668
9	1	7	495	3480	2527
10	1	0	178	3189	2210
10	1	1	177	3190	2209
10	1	2	179	3188	2211
10	1	3	175	3160	2207
10	1	4	80	3095	2112
10	1	5	77	3066	2109
10	1	6	78	3065	2110
10	1	7	76	3067	2108
11	1	0	322	3333	2354
11	1	1	321	3334	2353
11	1	2	323	3332	2355
11	1	3	224	3239	2256
11	1	4	221	3210	2253
11	1	5	222	3209	2254
11	1	6	220	3211	2252
11	1	7	264	3263	2296
12	1	0	507	3500	2539
12	1	1	503	3504	2535
12	1	2	546	3557	2578
12	1	3	545	3558	2577
12	1	4	406	3409	2438
12	1	5	404	3411	2436
12	1	6	472	3471	2504
12	1	7	469	3474	2501
13	1	0	651	3644	2683
13	1	1	647	3648	2679
13	1	2	690	3701	2722
13	1	3	550	3553	2582
13	1	4	548	3555	2580
13	1	5	616	3615	2648
13	1	6	613	3618	2645
13	1	7	614	3617	2646
14	1	0	125	3114	2157
14	1	1	126	3113	2158
14	1	2	124	3115	2156
14	1	3	47	3032	2079
14	1	4	90	3085	2122
14	1	5	89	3086	2121
14	1	6	91	3084	2123
14	1	7	87	3088	2119
15	1	0	269	3258	2301
15	1	1	270	3257	2302
15	1	2	268	3259	2300
15	1	3	191	3176	2223
15	1	4	234	3229	2266
15	1	5	233	3230	2265
15	1	6	235	3228	2267
15	1	7	231	3232	2263
16	1	0	413	3402	2445
16	1	1	414	3401	2446
16	1	2	412	3403	2444
16	1	3	335	3320	2367
16	1	4	378	3373	2410
16	1	5	377	3374	2409
16	1	6	379	3372	2411
16	1	7	375	3376	2407
17	1	0	557	3546	2589
17	1	1	558	3545	2590
17	1	2	556	3547	2588
17	1	3	479	3464	2511
17	1	4	522	3517	2554
17	1	5	521	3518	2553
17	1	6	523	3516	2555
17	1	7	519	3520	2551
18	1	0	701	3690	2733
18	1	1	702	3689	2734
18	1	2	700	3691	2732
18	1	3	623	3608	2655
18	1	4	666	3661	2698
18	1	5	665	3662	2697
18	1	6	667	3660	2699
18	1	7	663	3664	2695
19	1	0	728	5000	4000
19	1	1	729	5000	4000
19	1	2	730	5000	4000
19	1	3	731	5000	4000
19	1	4	732	5000	4000
19	1	5	733	5000	4000
19	1	6	734	5000	4000
19	1	7	735	5000	4000
1	2	0	592	3607	2624
1	2	1	589	3578	2621
1	2	2	590	3577	2622
1	2	3	588	3579	2620
1	2	4	632	3631	2664
1	2	5	629	3634	2661
1	2	6	630	3633	2662
1	2	7	628	3635	2660
2	2	0	16	3031	2048
2	2	1	13	3002	2045
2	2	2	14	3001	2046
2	2	3	12	3003	2044
2	2	4	56	3055	2088
2	2	5	53	3058	2085
2	2	6	54	3057	2086
2	2	7	52	3059	2084
3	2	0	160	3175	2192
3	2	1	157	3146	2189
3	2	2	158	3145	2190
3	2	3	156	3147	2188
3	2	4	200	3199	2232
3	2	5	197	3202	2229
3	2	6	198	3201	2230
3	2	7	196	3203	2228
4	2	0	304	3319	2336
4	2	1	301	3290	2333
4	2	2	302	3289	2334
4	2	3	300	3291	2332
4	2	4	344	3343	2376
4	2	5	341	3346	2373
4	2	6	342	3345	2374
4	2	7	340	3347	2372
5	2	0	448	3463	2480
5	2	1	445	3434	2477
5	2	2	446	3433	2478
5	2	3	444	3435	2476
5	2	4	488	3487	2520
5	2	5	485	3490	2517
5	2	6	486	3489	2518
5	2	7	484	3491	2516
6	2	0	27	3020	2059
6	2	1	23	3024	2055
6	2	2	66	3077	2098
6	2	3	65	3078	2097
6	2	4	67	3076	2099
6	2	5	63	3048	2095
6	2	6	106	3101	2138
6	2	7	105	3102	2137
7	2	0	171	3164	2203
7	2	1	167	3168	2199
7	2	2	210	3221	2242
7	2	3	209	3222	2241
7	2	4	211	3220	2243
7	2	5	207	3192	2239
7	2	6	250	3245	2282
7	2	7	249	3246	2281
8	2	0	394	3389	2426
8	2	1	393	3390	2425
8	2	2	395	3388	2427
8	2	3	391	3392	2423
8	2	4	458	3453	2490
8	2	5	457	3454	2489
8	2	6	459	3452	2491
8	2	7	455	3456	2487
9	2	0	538	3533	2570
9	2	1	537	3534	2569
9	2	2	539	3532	2571
9	2	3	535	3536	2567
9	2	4	602	3597	2634
9	2	5	601	3598	2633
9	2	6	603	3596	2635
9	2	7	599	3600	2631
10	2	0	120	3119	2152
10	2	1	117	3122	2149
10	2	2	118	3121	2150
10	2	3	116	3123	2148
10	2	4	184	3183	2216
10	2	5	181	3186	2213
10	2	6	182	3185	2214
10	2	7	180	3187	2212
11	2	0	261	3266	2293
11	2	1	262	3265	2294
11	2	2	260	3267	2292
11	2	3	328	3327	2360
11	2	4	325	3330	2357
11	2	5	326	3329	2358
11	2	6	324	3331	2356
11	2	7	368	3383	2400
12	2	0	470	3473	2502
12	2	1	468	3475	2500
12	2	2	512	3527	2544
12	2	3	509	3498	2541
12	2	4	510	3497	2542
12	2	5	508	3499	2540
12	2	6	552	3551	2584
12	2	7	549	3554	2581
13	2	0	612	3619	2644
13	2	1	656	3671	2688
13	2	2	653	3642	2685
13	2	3	654	3641	2686
13	2	4	652	3643	2684
13	2	5	696	3695	2728
13	2	6	693	3698	2725
13	2	7	694	3697	2726
14	2	0	130	3141	2162
14	2	1	129	3142	2161
14	2	2	131	3140	2163
14	2	3	127	3112	2159
14	2	4	93	3082	2125
14	2	5	94	3081	2126
14	2	6	92	3083	2124
14	2	7	136	3135	2168
15	2	0	274	3285	2306
15	2	1	273	3286	2305
15	2	2	275	3284	2307
15	2	3	271	3256	2303
15	2	4	237	3226	2269
15	2	5	238	3225	2270
15	2	6	236	3227	2268
15	2	7	280	3279	2312
16	2	0	418	3429	2450
16	2	1	417	3430	2449
16	2	2	419	3428	2451
16	2	3	415	3400	2447
16	2	4	381	3370	2413
16	2	5	382	3369	2414
16	2	6	380	3371	2412
16	2	7	424	3423	2456
17	2	0	562	3573	2594
17	2	1	561	3574	2593
17	2	2	563	3572	2595
17	2	3	559	3544	2591
17	2	4	525	3514	2557
17	2	5	526	3513	2558
17	2	6	524	3515	2556
17	2	7	568	3567	2600
18	2	0	706	3717	2738
18	2	1	705	3718	2737
18	2	2	707	3716	2739
18	2	3	703	3688	2735
18	2	4	669	3658	2701
18	2	5	670	3657	2702
18	2	6	668	3659	2700
18	2	7	712	3711	2744
19	2	0	736	5000	4000
19	2	1	737	5000	4000
19	2	2	738	5000	4000
19	2	3	739	5000	4000
19	2	4	740	5000	4000
19	2	5	741	5000	4000
19	2	6	742	5000	4000
19	2	7	743	5000	4000
1	3	0	672	3687	2704
1	3	1	594	3605	2626
1	3	2	593	3606	2625
1	3	3	595	3604	2627
1	3	4	591	3576	2623
1	3	5	634	3629	2666
1	3	6	633	3630	2665
1	3	7	635	3628	2667
2	3	0	96	3111	2128
2	3	1	18	3029	2050
2	3	2	17	3030	2049
2	3	3	19	3028	2051
2	3	4	15	3000	2047
2	3	5	58	3053	2090
2	3	6	57	3054	2089
2	3	7	59	3052	2091
3	3	0	240	3255	2272
3	3	1	162	3173	2194
3	3	2	161	3174	2193
3	3	3	163	3172	2195
3	3	4	159	3144	2191
3	3	5	202	3197	2234
3	3	6	201	3198	2233
3	3	7	203	3196	2235
4	3	0	384	3399	2416
4	3	1	306	3317	2338
4	3	2	305	3318	2337
4	3	3	307	3316	2339
4	3	4	303	3288	2335
4	3	5	346	3341	2378
4	3	6	345	3342	2377
4	3	7	347	3340	2379
5	3	0	528	3543	2560
5	3	1	450	3461	2482
5	3	2	449	3462	2481
5	3	3	451	3460	2483
5	3	4	447	3432	2479
5	3	5	490	3485	2522
5	3	6	489	3486	2521
5	3	7	491	3484	2523
6	3	0	107	3100	2139
6	3	1	103	3104	2135
6	3	2	170	3165	2202
6	3	3	28	3019	2060
6	3	4	72	3071	2104
6	3	5	69	3074	2101
6	3	6	70	3073	2102
6	3	7	68	3075	2100
7	3	0	251	3244	2283
7	3	1	247	3248	2279
7	3	2	314	3309	2346
7	3	3	313	3310	2345
7	3	4	172	3163	2204
7	3	5	216	3215	2248
7	3	6	213	3218	2245
7	3	7	214	3217	2246
8	3	0	498	3509	2530
8	3	1	497	3510	2529
8	3	2	499	3508	2531
8	3	3	397	3386	2429
8	3	4	398	3385	2430
8	3	5	396	3387	2428
8	3	6	464	3479	2496
8	3	7	461	3450	2493
9	3	0	642	3653	2674
9	3	1	641	3654	2673
9	3	2	643	3652	2675
9	3	3	639	3624	2671
9	3	4	541	3530	2573
9	3	5	542	3529	2574
9	3	6	540	3531	2572
9	3	7	608	3623	2640
10	3	0	41	3038	2073
10	3	1	43	3036	2075
10	3	2	39	3040	2071
10	3	3	82	3093	2114
10	3	4	81	3094	2113
10	3	5	83	3092	2115
10	3	6	79	3064	2111
10	3	7	122	3117	2154
11	3	0	226	3237	2258
11	3	1	225	3238	2257
11	3	2	227	3236	2259
11	3	3	223	3208	2255
11	3	4	266	3261	2298
11	3	5	265	3262	2297
11	3	6	267	3260	2299
11	3	7	263	3264	2295
12	3	0	367	3352	2399
12	3	1	410	3405	2442
12	3	2	409	3406	2441
12	3	3	411	3404	2443
12	3	4	407	3408	2439
12	3	5	474	3469	2506
12	3	6	473	3470	2505
12	3	7	475	3468	2507
13	3	0	555	3548	2587
13	3	1	551	3552	2583
13	3	2	618	3613	2650
13	3	3	617	3614	2649
13	3	4	619	3612	2651
13	3	5	615	3616	2647
13	3	6	658	3669	2690
13	3	7	657	3670	2689
14	3	0	133	3138	2165
14	3	1	134	3137	2166
14	3	2	132	3139	2164
14	3	3	95	3080	2127
14	3	4	138	3133	2170
14	3	5	137	3134	2169
14	3	6	139	3132	2171
14	3	7	135	3136	2167
15	3	0	277	3282	2309
15	3	1	278	3281	2310
15	3	2	276	3283	2308
15	3	3	239	3224	2271
15	3	4	282	3277	2314
15	3	5	281	3278	2313
15	3	6	283	3276	2315
15	3	7	279	3280	2311
16	3	0	421	3426	2453
16	3	1	422	3425	2454
16	3	2	420	3427	2452
16	3	3	383	3368	2415
16	3	4	426	3421	2458
16	3	5	425	3422	2457
16	3	6	427	3420	2459
16	3	7	423	3424	2455
17	3	0	565	3570	2597
17	3	1	566	3569	2598
17	3	2	564	3571	2596
17	3	3	527	3512	2559
17	3	4	570	3565	2602
17	3	5	569	3566	2601
17	3	6	571	3564	2603
17	3	7	567	3568	2599
18	3	0	709	3714	2741
18	3	1	710	3713	2742
18	3	2	708	3715	2740
18	3	3	671	3656	2703
18	3	4	714	3709	2746
18	3	5	713	3710	2745
18	3	6	715	3708	2747
18	3	7	711	3712	2743
19	3	0	744	5000	4000
19	3	1	745	5000	4000
19	3	2	746	5000	4000
19	3	3	747	5000	4000
19	3	4	748	5000	4000
19	3	5	749	5000	4000
19	3	6	750	5000	4000
19	3	7	751	5000	4000
1	4	0	631	3632	2663
1	4	1	674	3685	2706
1	4	2	673	3686	2705
1	4	3	675	3684	2707
1	4	4	1000	5000	4000
1	4	5	1000	5000	4000
1	4	6	1000	5000	4000
1	4	7	1000	5000	4000
2	4	0	55	3056	2087
2	4	1	98	3109	2130
2	4	2	97	3110	2129
2	4	3	99	3108	2131
2	4	4	1000	5000	4000
2	4	5	1000	5000	4000
2	4	6	1000	5000	4000
2	4	7	1000	5000	4000
3	4	0	199	3200	2231
3	4	1	242	3253	2274
3	4	2	241	3254	2273
3	4	3	243	3252	2275
3	4	4	1000	5000	4000
3	4	5	1000	5000	4000
3	4	6	1000	5000	4000
3	4	7	1000	5000	4000
4	4	0	343	3344	2375
4	4	1	386	3397	2418
4	4	2	385	3398	2417
4	4	3	387	3396	2419
4	4	4	1000	5000	4000
4	4	5	1000	5000	4000
4	4	6	1000	5000	4000
4	4	7	1000	5000	4000
5	4	0	487	3488	2519
5	4	1	530	3541	2562
5	4	2	529	3542	2561
5	4	3	531	3540	2563
5	4	4	1000	5000	4000
5	4	5	1000	5000	4000
5	4	6	1000	5000	4000
5	4	7	1000	5000	4000
6	4	0	112	3127	2144
6	4	1	109	3098	2141
6	4	2	110	3097	2142
6	4	3	108	3099	2140
6	4	4	176	3191	2208
6	4	5	173	3162	2205
6	4	6	174	3161	2206
6	4	7	1000	5000	4000
7	4	0	212	3219	2244
7	4	1	256	3271	2288
7	4	2	253	3241	2285
7	4	3	254	3241	2286
7	4	4	252	3243	2284
7	4	5	320	3335	2352
7	4	6	317	3306	2349
7	4	7	1000	5000	4000
8	4	0	462	3449	2494
8	4	1	460	3451	2492
8	4	2	504	3503	2536
8	4	3	501	3506	2533
8	4	4	502	3505	2534
8	4	5	500	3507	2532
8	4	6	544	3559	2576
8	4	7	1000	5000	4000
9	4	0	605	3594	2637
9	4	1	606	3593	2638
9	4	2	604	3595	2636
9	4	3	648	3647	2680
9	4	4	645	3650	2677
9	4	5	646	3649	2678
9	4	6	644	3651	2676
9	4	7	1000	5000	4000
10	4	0	121	3118	2153
10	4	1	123	3116	2155
10	4	2	119	3120	2151
10	4	3	186	3181	2218
10	4	4	185	3182	2217
10	4	5	187	3180	2219
10	4	6	183	3184	2215
10	4	7	1000	5000	4000
11	4	0	330	3325	2362
11	4	1	329	3326	2361
11	4	2	331	3324	2363
11	4	3	327	3328	2359
11	4	4	370	3381	2402
11	4	5	369	3382	2401
11	4	6	371	3380	2403
11	4	7	1000	5000	4000
12	4	0	471	3472	2503
12	4	1	514	3525	2546
12	4	2	513	3526	2545
12	4	3	515	3524	2547
12	4	4	511	3496	2543
12	4	5	554	3549	2586
12	4	6	553	3550	2585
12	4	7	1000	5000	4000
13	4	0	659	3668	2691
13	4	1	655	3640	2687
13	4	2	698	3693	2730
13	4	3	697	3694	2729
13	4	4	699	3692	2731
13	4	5	695	3696	2727
13	4	6	42	3037	2074
13	4	7	1000	5000	4000
14	4	0	141	3130	2173
14	4	1	142	3129	2174
14	4	2	140	3131	2172
14	4	3	143	3128	2175
14	4	4	1000	5000	4000
14	4	5	1000	5000	4000
14	4	6	1000	5000	4000
14	4	7	1000	5000	4000
15	4	0	285	3274	2317
15	4	1	286	3273	2318
15	4	2	284	3275	2316
15	4	3	287	3272	2319
15	4	4	1000	5000	4000
15	4	5	1000	5000	4000
15	4	6	1000	5000	4000
15	4	7	1000	5000	4000
16	4	0	429	3418	2461
16	4	1	430	3417	2462
16	4	2	428	3419	2460
16	4	3	431	3416	2463
16	4	4	1000	5000	4000
16	4	5	1000	5000	4000
16	4	6	1000	5000	4000
16	4	7	1000	5000	4000
17	4	0	573	3562	2605
17	4	1	574	3561	2606
17	4	2	572	3563	2604
17	4	3	575	3560	2607
17	4	4	1000	5000	4000
17	4	5	1000	5000	4000
17	4	6	1000	5000	4000
17	4	7	1000	5000	4000
18	4	0	717	3706	2749
18	4	1	718	3705	2750
18	4	2	716	3707	2748
18	4	3	719	3704	2751
18	4	4	1000	5000	4000
18	4	5	1000	5000	4000
18	4	6	1000	5000	4000
18	4	7	1000	5000	4000
19	4	0	752	5000	4000
19	4	1	753	5000	4000
19	4	2	754	5000	4000
19	4	3	755	5000	4000
19	4	4	756	5000	4000
19	4	5	757	5000	4000
19	4	6	758	5000	4000
19	4	7	759	5000	4000
