720	19	0	0
721	19	0	1
722	19	0	2
723	19	0	3
724	19	0	4
725	19	0	5
726	19	0	6
727	19	0	7
728	19	1	0
729	19	1	1
730	19	1	2
731	19	1	3
732	19	1	4
733	19	1	5
734	19	1	6
735	19	1	7
736	19	2	0
737	19	2	1
738	19	2	2
739	19	2	3
740	19	2	4
741	19	2	5
742	19	2	6
743	19	2	7
744	19	3	0
745	19	3	1
746	19	3	2
747	19	3	3
748	19	3	4
749	19	3	5
750	19	3	6
751	19	3	7
752	19	4	0
753	19	4	1
754	19	4	2
755	19	4	3
756	19	4	4
757	19	4	5
758	19	4	6
759	19	4	7
